candidate_id,amplitude,frequency,wavelength,stiffness,phase,mean_speed,energy_cost,efficiency,stability_score,vortex_loss,constraint_violation
iter3_cand1,0.16,1.07,1.13,0.49,0.2069,0.8755,0.34034,2.43416,0.9353,0.09091,False
iter3_cand2,0.14,1.17,1.08,0.52,0.2269,0.87078,0.33788,2.46374,0.96031,0.08734,False
iter3_cand3,0.18,0.97,1.18,0.49,0.1869,0.85991,0.35095,2.33967,0.95915,0.08935,False
iter3_cand4,0.13,1.05,1.13,0.45,0.2469,0.78438,0.31331,2.37806,0.94773,0.09257,False
