candidate_id,amplitude,frequency,wavelength,stiffness,phase,mean_speed,energy_cost,efficiency,stability_score,vortex_loss,constraint_violation
iter2_cand1,0.16,1.05,1.1,0.45,0.2125,0.87027,0.3281,2.53329,0.96538,0.09487,False
iter2_cand2,0.18,1.15,1.06,0.47,0.2125,0.94887,0.36495,2.48001,0.94566,0.07902,False
iter2_cand3,0.14,0.95,1.14,0.49,0.1925,0.78438,0.30422,2.44496,0.94556,0.09517,False
iter2_cand4,0.16,1.11,1.18,0.42,0.2425,0.89606,0.33212,2.57606,0.96192,0.09231,False
