candidate_id,amplitude,frequency,wavelength,stiffness,phase,mean_speed,energy_cost,efficiency,stability_score,vortex_loss,constraint_violation
iter3_cand1,0.22,1.5,1.13,0.52,0.235,1.19191,0.51424,2.1954,0.94902,0.10175,False
iter3_cand2,0.24,1.6,1.09,0.54,0.235,1.23871,0.58383,2.02376,0.95097,0.08431,False
iter3_cand3,0.2,1.4,1.17,0.56,0.215,1.11397,0.45412,2.33464,0.94341,0.08294,False
iter3_cand4,0.22,1.56,1.21,0.49,0.265,1.20024,0.50238,2.27112,0.94339,0.0862,False
