time,displacement,clean_signal
0.0,0.9207069268621717,0.9800665778412416
0.033426183844011144,0.9044881480234166,0.9557279608220371
0.06685236768802229,0.8949736501273996,0.925677162948798
0.10027855153203344,0.8771960260605275,0.8901682745986581
0.13370473537604458,0.8323106175445059,0.8494866845325003
0.1671309192200557,0.8068123563933547,0.80394693072221
0.20055710306406688,0.7266840841289793,0.7538903931365788
0.23398328690807801,0.6835395420916944,0.6996828447684895
0.26740947075208915,0.6157726182382381,0.6417118778875643
0.3008356545961003,0.6078113742843411,0.5803842230894427
0.3342618384401114,0.5822324860933834,0.516122979182932
0.36768802228412256,0.5294626815658988,0.4493647723078346
0.40111420612813375,0.34322367565659273,0.38055686290845286
0.4345403899721449,0.27100283541649606,0.3101542193005374
0.46796657381615603,0.2629318920343257,0.23861657656342064
0.5013927576601671,0.15610318465076906,0.16640549936569765
0.5348189415041783,0.042905542661512655,0.0939814670941719
0.5682451253481895,-0.019561259506090438,0.02180099930472954
0.6016713091922006,-0.134715112322601,-0.049686160946199945
0.6350974930362118,-0.1468623272663169,-0.12003978889572875
0.6685236768802229,-0.20855960334332482,-0.1888318286651094
0.701949860724234,-0.25665602167635315,-0.2556489370774086
0.7353760445682451,-0.3513731821021764,-0.32009490598125123
0.7688022284122563,-0.40059745755441784,-0.38179294929064556
0.8022284122562675,-0.41105428395440774,-0.44038784195762704
0.8356545961002786,-0.4728438416429528,-0.4955478991697973
0.8690807799442898,-0.5174133371556267,-0.5469667852011696
0.9025069637883009,-0.5743022904867222,-0.5943651425343113
0.9359331476323121,-0.6209014795722747,-0.6374920331064939
0.9693593314763231,-0.7087100477533289,-0.676126184804136
1.0027855153203342,-0.667873077575622,-0.7100770376299242
1.0362116991643455,-0.7437627541998189,-0.739185585287074
1.0696378830083566,-0.7473168898797125,-0.7633250092567875
1.1030640668523677,-0.7774332231263197,-0.7824011037795741
1.136490250696379,-0.8249448404274053,-0.7963524914803248
1.16991643454039,-0.7857305941360129,-0.8051506306926066
1.2033426183844012,-0.8074822311689657,-0.8087996168314792
1.2367688022284122,-0.8025670451355055,-0.8073357814283431
1.2701949860724235,-0.7893722562316082,-0.8008270936683761
1.3036211699164346,-0.7877495455337911,-0.7893723704536735
1.3370473537604457,-0.7624157066048802,-0.773100302146426
1.370473537604457,-0.7145086731591397,-0.7521683022198155
1.403899721448468,-0.756403842444337,-0.726761190053732
1.4373259052924792,-0.6539013821883604,-0.6970897170523145
1.4707520891364902,-0.6659659815353287,-0.6633889471256119
1.5041782729805016,-0.595694543845975,-0.6259165033637597
1.5376044568245126,-0.6081764077902785,-0.5849506934349866
1.5710306406685237,-0.5498262760076578,-0.5407885268550133
1.604456824512535,-0.5413486676494574,-0.4937436378021589
1.637883008356546,-0.45131668889915566,-0.4441441275874211
1.6713091922005572,-0.42132669566489195,-0.3923303412302791
1.7047353760445683,-0.34825452179585165,-0.33865259283795085
1.7381615598885796,-0.2955718048358878,-0.2834688546377982
1.7715877437325906,-0.26016855951788403,-0.227142424569701
1.8050139275766017,-0.18179619668831049,-0.17003958730823718
1.8384401114206128,-0.14130842587778483,-0.11252728345471505
1.8718662952646241,-0.10566530244316555,-0.05497080141836865
1.9052924791086352,-0.05555303359270014,0.0022684938031467985
1.9387186629526463,0.010690331401568338,0.05883538112860539
1.9721448467966576,0.11164170814686875,0.11438293984483942
2.0055710306406684,0.14177063450452468,0.16857462922156863
2.03899721448468,0.26965415086554123,0.22108627913458506
2.072423398328691,0.28132234388020505,0.27160798024013405
2.105849582172702,0.2855100561134934,0.3198458630048961
2.139275766016713,0.4481510229907687,0.36552375571573986
2.1727019498607243,0.38658883320178056,0.4083847124657745
2.2061281337047354,0.4213255679224566,0.448192403031927
2.2395543175487465,0.48014514967826605,0.48473235751814264
2.272980501392758,0.5654472185945436,0.5178130596307913
2.306406685236769,0.541024136842344,0.5472668834724211
2.33983286908078,0.634619310534137,0.572950869779887
2.3732590529247912,0.6076021317103307,0.5947473385863277
2.4066852367688023,0.6264991867189659,0.6125643363467855
2.4401114206128134,0.6072661096645413,0.6263359166276313
2.4735376044568245,0.6631946109624685,0.6360222545138059
2.506963788300836,0.6633041883171265,0.6416095959286371
2.540389972144847,0.5831047500388059,0.643110044082295
2.573816155988858,0.6476405160527391,0.6405611862605997
2.6072423398328692,0.6398927631048223,0.6340255651299728
2.6406685236768803,0.6483987335323569,0.6235899996611313
2.6740947075208914,0.6296090622082072,0.6093647616582812
2.7075208913649025,0.5936975556260422,0.5914826147170235
2.740947075208914,0.5530794906520389,0.5700977232182456
2.774373259052925,0.529157663978421,0.5453844396926278
2.807799442896936,0.45420105617914375,0.5175359795571078
2.8412256267409473,0.4614422568860345,0.4867629928273001
2.8746518105849583,0.43837037186096156,0.4532920429453316
2.9080779944289694,0.4430878961325217,0.4173640033283276
2.9415041782729805,0.354734583639535,0.37923238263668363
2.974930362116992,0.33743359308265264,0.339161590081692
3.008356545961003,0.2981976243055231,0.29742515233785494
3.041782729805014,0.2611466130289241,0.25430389379563645
3.0752089136490253,0.19252492817717887,0.2100840919853304
3.1086350974930363,0.16029451957021648,0.1650556200223098
3.1420612813370474,0.1404179521138137,0.1195100878690662
3.1754874651810585,0.019401547950852485,0.07373899408120678
3.20891364902507,0.05106995133666869,0.028031899504703705
3.242339832869081,0.022016264213416948,-0.017325365877808554
3.275766016713092,-0.06089254016719214,-0.062052452090473824
3.3091922005571033,-0.0892805604507646,-0.10587618383700759
3.3426183844011144,-0.16332872088134656,-0.14853219070424362
3.3760445682451254,-0.1555813851012175,-0.18976646341700068
3.4094707520891365,-0.19138676204321822,-0.22933682723749121
3.4428969359331476,-0.2733099134561763,-0.2670143242243404
3.476323119777159,-0.2811851821808719,-0.30258449673301596
3.50974930362117,-0.3532200554633222,-0.33584856524620826
3.5431754874651813,-0.2976224754618195,-0.36662449436470546
3.5766016713091924,-0.43191244262287365,-0.39474794156143767
3.6100278551532035,-0.43675359186885027,-0.4200730840984455
3.6434540389972145,-0.47188876855227896,-0.4424733203233178
